organism;checkin;atb;diameter 6h;diameter 8h;diameter 12h;diameter 18h;phenotypes
Staphylococcus epidermidis;3015901357;CIP_5;;14;16;14;";QL high level resistance"
Staphylococcus epidermidis;3015901357;CN_10;;16;12;7;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901357;CPD_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901357;CRO_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901357;CXM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901357;DA_2;;22;28;26;
Staphylococcus epidermidis;3015901357;E_15;6;6;6;6;
Staphylococcus epidermidis;3015901357;FD_10;;13;13;12;";FA non-wild-type"
Staphylococcus epidermidis;3015901357;FEP_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901357;FOX_30;;21;20;19;";PBP2a"
Staphylococcus epidermidis;3015901357;K_30;;12;10;7;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901357;LEV_5;;14;15;15;";QL high level resistance"
Staphylococcus epidermidis;3015901357;LZD_10;;27;30;30;";OXD wild-type"
Staphylococcus epidermidis;3015901357;MEM_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901357;MH_30;;26;28;27;";TET wild-type"
Staphylococcus epidermidis;3015901357;NA_30;;;;;";QL high level resistance"
Staphylococcus epidermidis;3015901357;NOR_10;;10;9;6;";QL high level resistance"
Staphylococcus epidermidis;3015901357;P_1;;13;13;11;";PBP2a"
Staphylococcus epidermidis;3015901357;RD_5;;31;35;39;";RIF non-wild-type"
Staphylococcus epidermidis;3015901357;SXT_25;;;9;6;";SXT multiple mechanisms"
Staphylococcus epidermidis;3015901357;TE_30;;24;26;25;";TET wild-type"
Staphylococcus epidermidis;3015901357;TEC_30;;17;17;17;
Staphylococcus epidermidis;3015901357;TEM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901357;TGC_15;;22;23;23;";TET wild-type"
Staphylococcus epidermidis;3015901357;TOB_10;;17;17;12;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901357;TZP_36;;;;;";PBP2a"
Staphylococcus epidermidis;3015901358;AK_30;;;;;";AG wild-type"
Staphylococcus epidermidis;3015901358;AMC_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901358;AMP_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901358;CIP_5;;25;34;37;";QL wild-type"
Staphylococcus epidermidis;3015901358;CN_10;;25;29;30;";AG wild-type"
Staphylococcus epidermidis;3015901358;CPD_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901358;CRO_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901358;CXM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901358;DA_2;;26;32;31;";MLS wild-type"
Staphylococcus epidermidis;3015901358;E_15;;25;31;31;";MLS wild-type"
Staphylococcus epidermidis;3015901358;FD_10;;13;13;12;";FA non-wild-type"
Staphylococcus epidermidis;3015901358;FEP_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901358;FOX_30;;24;30;36;";PBP2a"
Staphylococcus epidermidis;3015901358;K_30;;24;28;29;";AG wild-type"
Staphylococcus epidermidis;3015901358;LEV_5;;26;34;37;";QL wild-type"
Staphylococcus epidermidis;3015901358;LZD_10;;27;33;32;";OXD wild-type"
Staphylococcus epidermidis;3015901358;MEM_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901358;MH_30;;28;32;32;";TET wild-type"
Staphylococcus epidermidis;3015901358;NA_30;;;;;";QL wild-type"
Staphylococcus epidermidis;3015901358;NOR_10;;24;32;34;";QL wild-type"
Staphylococcus epidermidis;3015901358;P_1;;19;18;17;";PBP2a"
Staphylococcus epidermidis;3015901358;RD_5;;31;34;38;";RIF non-wild-type"
Staphylococcus epidermidis;3015901358;SXT_25;;27;30;30;";SXT wild-type"
Staphylococcus epidermidis;3015901358;TE_30;;27;33;32;";TET wild-type"
Staphylococcus epidermidis;3015901358;TEC_30;;18;19;18;
Staphylococcus epidermidis;3015901358;TEM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901358;TGC_15;;23;27;28;";TET wild-type"
Staphylococcus epidermidis;3015901358;TOB_10;;23;29;30;";AG wild-type"
Staphylococcus epidermidis;3015901358;TZP_36;;;;;";PBP2a"
Staphylococcus epidermidis;3015901359;AK_30;;;;;";APH-3"
Staphylococcus epidermidis;3015901359;AMC_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901359;AMP_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901359;CIP_5;;12;15;14;";QL high level resistance"
Staphylococcus epidermidis;3015901359;CN_10;;23;27;27;";APH-3"
Staphylococcus epidermidis;3015901359;CPD_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901359;CRO_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901359;CXM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901359;DA_2;6;6;6;6;
Staphylococcus epidermidis;3015901359;E_15;6;6;6;6;
Staphylococcus epidermidis;3015901359;FD_10;;27;34;32;";FA wild-type"
Staphylococcus epidermidis;3015901359;FEP_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901359;FOX_30;;17;17;14;";PBP2a"
Staphylococcus epidermidis;3015901359;K_30;6;6;6;6;";APH-3"
Staphylococcus epidermidis;3015901359;LEV_5;;15;16;16;";QL high level resistance"
Staphylococcus epidermidis;3015901359;LZD_10;;28;33;31;";OXD wild-type"
Staphylococcus epidermidis;3015901359;MEM_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901359;MH_30;;22;30;28;";TET efflux (Gram+)"
Staphylococcus epidermidis;3015901359;NA_30;;;;;";QL high level resistance"
Staphylococcus epidermidis;3015901359;NOR_10;;;11;8;";QL high level resistance"
Staphylococcus epidermidis;3015901359;P_1;;10;12;8;";PBP2a"
Staphylococcus epidermidis;3015901359;RD_5;;29;35;36;";RIF wild-type"
Staphylococcus epidermidis;3015901359;SXT_25;;;9;6;";SXT multiple mechanisms"
Staphylococcus epidermidis;3015901359;TE_30;;9;12;9;";TET efflux (Gram+)"
Staphylococcus epidermidis;3015901359;TEC_30;;16;16;16;
Staphylococcus epidermidis;3015901359;TEM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901359;TGC_15;;21;26;25;";TET efflux (Gram+)"
Staphylococcus epidermidis;3015901359;TOB_10;;21;26;26;";APH-3"
Staphylococcus epidermidis;3015901359;TZP_36;;;;;";PBP2a"
Staphylococcus epidermidis;3015901360;AK_30;;;;;";AG wild-type"
Staphylococcus epidermidis;3015901360;AMC_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901360;AMP_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901360;CIP_5;20;24;27;28;";QL wild-type"
Staphylococcus epidermidis;3015901360;CN_10;23;28;30;30;";AG wild-type"
Staphylococcus epidermidis;3015901360;CPD_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901360;CRO_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901360;CXM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901360;DA_2;6;6;6;6;";cMLS"
Staphylococcus epidermidis;3015901360;E_15;6;6;6;6;";cMLS"
Staphylococcus epidermidis;3015901360;FD_10;20;20;21;21;";FA non-wild-type"
Staphylococcus epidermidis;3015901360;FEP_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901360;FOX_30;22;25;28;29;";PBP2a"
Staphylococcus epidermidis;3015901360;K_30;23;26;30;30;";AG wild-type"
Staphylococcus epidermidis;3015901360;LEV_5;19;23;26;27;";QL wild-type"
Staphylococcus epidermidis;3015901360;LZD_10;21;26;28;27;";OXD wild-type"
Staphylococcus epidermidis;3015901360;MEM_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901360;MH_30;24;28;30;30;";TET wild-type"
Staphylococcus epidermidis;3015901360;NA_30;;;;;";QL wild-type"
Staphylococcus epidermidis;3015901360;NOR_10;17;21;23;24;";QL wild-type"
Staphylococcus epidermidis;3015901360;P_1;17;21;21;19;";PBP2a"
Staphylococcus epidermidis;3015901360;RD_5;26;30;34;35;";RIF non-wild-type"
Staphylococcus epidermidis;3015901360;SXT_25;22;26;32;33;";SXT wild-type"
Staphylococcus epidermidis;3015901360;TE_30;23;26;29;30;";TET wild-type"
Staphylococcus epidermidis;3015901360;TEC_30;16;17;17;17;
Staphylococcus epidermidis;3015901360;TEM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901360;TGC_15;19;22;24;24;";TET wild-type"
Staphylococcus epidermidis;3015901360;TOB_10;25;28;30;30;";AG wild-type"
Staphylococcus epidermidis;3015901360;TZP_36;;;;;";PBP2a"
Staphylococcus epidermidis;3015901361;AK_30;;;;;";ANT-4/APH-3"
Staphylococcus epidermidis;3015901361;AMC_30;;;;;";BL wild-type"
Staphylococcus epidermidis;3015901361;AMP_10;;;;;";BL wild-type"
Staphylococcus epidermidis;3015901361;CIP_5;;;25;33;";QL wild-type"
Staphylococcus epidermidis;3015901361;CN_10;;;26;28;";ANT-4/APH-3"
Staphylococcus epidermidis;3015901361;CPD_10;;;;;";BL wild-type"
Staphylococcus epidermidis;3015901361;CRO_30;;;;;";BL wild-type"
Staphylococcus epidermidis;3015901361;CXM_30;;;;;";BL wild-type"
Staphylococcus epidermidis;3015901361;DA_2;;;28;33;";MLS wild-type"
Staphylococcus epidermidis;3015901361;E_15;;;26;31;";MLS wild-type"
Staphylococcus epidermidis;3015901361;FD_10;;;29;35;";FA wild-type"
Staphylococcus epidermidis;3015901361;FEP_30;;;;;";BL wild-type"
Staphylococcus epidermidis;3015901361;FOX_30;;;31;35;";BL wild-type"
Staphylococcus epidermidis;3015901361;K_30;;;16;15;";ANT-4/APH-3"
Staphylococcus epidermidis;3015901361;LEV_5;;;26;33;";QL wild-type"
Staphylococcus epidermidis;3015901361;LZD_10;;;27;30;";OXD wild-type"
Staphylococcus epidermidis;3015901361;MEM_10;;;;;";BL wild-type"
Staphylococcus epidermidis;3015901361;MH_30;;;26;29;";TET wild-type"
Staphylococcus epidermidis;3015901361;NA_30;;;;;";QL wild-type"
Staphylococcus epidermidis;3015901361;NOR_10;;;26;32;";QL wild-type"
Staphylococcus epidermidis;3015901361;P_1;;;35;41;";BL wild-type"
Staphylococcus epidermidis;3015901361;RD_5;;;37;42;";RIF wild-type"
Staphylococcus epidermidis;3015901361;SXT_25;;;24;27;";dhps/PABA"
Staphylococcus epidermidis;3015901361;TE_30;;;22;26;";TET wild-type"
Staphylococcus epidermidis;3015901361;TEC_30;;;13;16;
Staphylococcus epidermidis;3015901361;TEM_30;;;;;";BL wild-type"
Staphylococcus epidermidis;3015901361;TGC_15;;;23;27;";TET wild-type"
Staphylococcus epidermidis;3015901361;TOB_10;6;6;6;6;";ANT-4/APH-3"
Staphylococcus epidermidis;3015901361;TZP_36;;;;;";BL wild-type"
Staphylococcus epidermidis;3015901362;AK_30;;;;;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901362;AMC_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901362;AMP_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901362;CIP_5;;;19;24;";QL wild-type"
Staphylococcus epidermidis;3015901362;CN_10;;;12;13;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901362;CPD_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901362;CRO_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901362;CXM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901362;DA_2;;;27;31;
Staphylococcus epidermidis;3015901362;E_15;6;6;6;7;
Staphylococcus epidermidis;3015901362;FD_10;;;33;43;";FA wild-type"
Staphylococcus epidermidis;3015901362;FEP_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901362;FOX_30;;;28;28;";PBP2a"
Staphylococcus epidermidis;3015901362;K_30;;;;10;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901362;LEV_5;;;19;24;";QL wild-type"
Staphylococcus epidermidis;3015901362;LZD_10;;;29;41;";OXD wild-type"
Staphylococcus epidermidis;3015901362;MEM_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901362;MH_30;;;27;37;";TET efflux (Gram+)"
Staphylococcus epidermidis;3015901362;NA_30;;;;;";QL wild-type"
Staphylococcus epidermidis;3015901362;NOR_10;;;13;20;";QL wild-type"
Staphylococcus epidermidis;3015901362;P_1;;;17;18;";PBP2a"
Staphylococcus epidermidis;3015901362;RD_5;;;;;";RIF wild-type"
Staphylococcus epidermidis;3015901362;SXT_25;;;21;22;";SXT exceptional phenotype"
Staphylococcus epidermidis;3015901362;TE_30;;;10;9;";TET efflux (Gram+)"
Staphylococcus epidermidis;3015901362;TEC_30;;;21;25;
Staphylococcus epidermidis;3015901362;TEM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901362;TGC_15;;;27;31;";TET efflux (Gram+)"
Staphylococcus epidermidis;3015901362;TOB_10;6;6;6;8;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901362;TZP_36;;;;;";PBP2a"
Staphylococcus epidermidis;3015901363;AK_30;;;;;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901363;AMC_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901363;AMP_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901363;CIP_5;6;6;6;6;";QL high level resistance"
Staphylococcus epidermidis;3015901363;CN_10;6;6;6;6;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901363;CPD_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901363;CRO_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901363;CXM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901363;DA_2;;24;30;29;
Staphylococcus epidermidis;3015901363;E_15;;11;9;6;
Staphylococcus epidermidis;3015901363;FD_10;;25;33;33;";FA wild-type"
Staphylococcus epidermidis;3015901363;FEP_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901363;FOX_30;;26;30;35;";PBP2a"
Staphylococcus epidermidis;3015901363;K_30;6;6;6;6;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901363;LEV_5;;10;12;8;";QL high level resistance"
Staphylococcus epidermidis;3015901363;LZD_10;;27;32;31;";OXD wild-type"
Staphylococcus epidermidis;3015901363;MEM_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901363;MH_30;;25;31;30;";TET wild-type"
Staphylococcus epidermidis;3015901363;NA_30;;;;;";QL high level resistance"
Staphylococcus epidermidis;3015901363;NOR_10;6;6;6;6;";QL high level resistance"
Staphylococcus epidermidis;3015901363;P_1;;18;18;18;";PBP2a"
Staphylococcus epidermidis;3015901363;RD_5;;30;37;39;";RIF wild-type"
Staphylococcus epidermidis;3015901363;SXT_25;;;13;6;";SXT multiple mechanisms"
Staphylococcus epidermidis;3015901363;TE_30;;24;29;28;";TET wild-type"
Staphylococcus epidermidis;3015901363;TEC_30;;16;17;16;
Staphylococcus epidermidis;3015901363;TEM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901363;TGC_15;;22;26;25;";TET wild-type"
Staphylococcus epidermidis;3015901363;TOB_10;6;6;6;6;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901363;TZP_36;;;;;";PBP2a"
Staphylococcus epidermidis;3015901364;AK_30;;;;;";AG wild-type"
Staphylococcus epidermidis;3015901364;AMC_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901364;AMP_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901364;CIP_5;;26;30;32;";QL wild-type"
Staphylococcus epidermidis;3015901364;CN_10;;24;28;29;";AG wild-type"
Staphylococcus epidermidis;3015901364;CPD_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901364;CRO_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901364;CXM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901364;DA_2;;27;28;28;";MLS wild-type"
Staphylococcus epidermidis;3015901364;E_15;;28;30;29;";MLS wild-type"
Staphylococcus epidermidis;3015901364;FD_10;;13;13;11;";FA non-wild-type"
Staphylococcus epidermidis;3015901364;FEP_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901364;FOX_30;;20;20;20;";PBP2a"
Staphylococcus epidermidis;3015901364;K_30;;24;27;28;";AG wild-type"
Staphylococcus epidermidis;3015901364;LEV_5;;26;30;32;";QL wild-type"
Staphylococcus epidermidis;3015901364;LZD_10;;29;31;30;";OXD wild-type"
Staphylococcus epidermidis;3015901364;MEM_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901364;MH_30;;30;32;32;";TET wild-type"
Staphylococcus epidermidis;3015901364;NA_30;;;;;";QL wild-type"
Staphylococcus epidermidis;3015901364;NOR_10;;24;29;31;";QL wild-type"
Staphylococcus epidermidis;3015901364;P_1;;13;12;10;";PBP2a"
Staphylococcus epidermidis;3015901364;RD_5;;32;36;38;";RIF non-wild-type"
Staphylococcus epidermidis;3015901364;SXT_25;;26;29;29;";SXT wild-type"
Staphylococcus epidermidis;3015901364;TE_30;;31;33;31;";TET wild-type"
Staphylococcus epidermidis;3015901364;TEC_30;;18;17;17;
Staphylococcus epidermidis;3015901364;TEM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901364;TGC_15;;26;26;27;";TET wild-type"
Staphylococcus epidermidis;3015901364;TOB_10;;24;27;28;";AG wild-type"
Staphylococcus epidermidis;3015901364;TZP_36;;;;;";PBP2a"
Staphylococcus epidermidis;3015901508;AK_30;;;;;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901508;AMC_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901508;AMP_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901508;CIP_5;;12;14;14;";QL high level resistance"
Staphylococcus epidermidis;3015901508;CN_10;6;6;6;6;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901508;CPD_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901508;CRO_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901508;CXM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901508;DA_2;;20;20;18;
Staphylococcus epidermidis;3015901508;E_15;;28;29;29;
Staphylococcus epidermidis;3015901508;FD_10;;12;12;12;";FA non-wild-type"
Staphylococcus epidermidis;3015901508;FEP_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901508;FOX_30;21;23;27;30;";PBP2a"
Staphylococcus epidermidis;3015901508;K_30;6;6;6;6;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901508;LEV_5;;14;14;14;";QL high level resistance"
Staphylococcus epidermidis;3015901508;LZD_10;;25;28;24;";OXD wild-type"
Staphylococcus epidermidis;3015901508;MEM_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901508;MH_30;;25;27;27;";TET wild-type"
Staphylococcus epidermidis;3015901508;NA_30;;;;;";QL high level resistance"
Staphylococcus epidermidis;3015901508;NOR_10;;8;9;9;";QL high level resistance"
Staphylococcus epidermidis;3015901508;P_1;14;14;15;14;";PBP2a"
Staphylococcus epidermidis;3015901508;RD_5;;31;36;38;";RIF non-wild-type"
Staphylococcus epidermidis;3015901508;SXT_25;;;9;6;";SXT multiple mechanisms"
Staphylococcus epidermidis;3015901508;TE_30;;25;27;27;";TET wild-type"
Staphylococcus epidermidis;3015901508;TEC_30;;13;14;13;
Staphylococcus epidermidis;3015901508;TEM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901508;TGC_15;;22;23;23;";TET wild-type"
Staphylococcus epidermidis;3015901508;TOB_10;;9;9;6;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901508;TZP_36;;;;;";PBP2a"
Staphylococcus epidermidis;3015901509;AK_30;;;;;";AG wild-type"
Staphylococcus epidermidis;3015901509;AMC_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901509;AMP_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901509;CIP_5;;21;27;29;";QL wild-type"
Staphylococcus epidermidis;3015901509;CN_10;;24;26;27;";AG wild-type"
Staphylococcus epidermidis;3015901509;CPD_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901509;CRO_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901509;CXM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901509;DA_2;;24;27;26;";MLS wild-type"
Staphylococcus epidermidis;3015901509;E_15;;25;29;28;";MLS wild-type"
Staphylococcus epidermidis;3015901509;FD_10;;26;32;30;";FA wild-type"
Staphylococcus epidermidis;3015901509;FEP_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901509;FOX_30;;23;29;31;";PBP2a"
Staphylococcus epidermidis;3015901509;K_30;;22;23;25;";AG wild-type"
Staphylococcus epidermidis;3015901509;LEV_5;;22;27;29;";QL wild-type"
Staphylococcus epidermidis;3015901509;LZD_10;;26;29;29;";OXD wild-type"
Staphylococcus epidermidis;3015901509;MEM_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901509;MH_30;;24;24;24;";TET efflux (Gram+)"
Staphylococcus epidermidis;3015901509;NA_30;;;;;";QL wild-type"
Staphylococcus epidermidis;3015901509;NOR_10;;23;25;28;";QL wild-type"
Staphylococcus epidermidis;3015901509;P_1;;26;32;35;";PBP2a"
Staphylococcus epidermidis;3015901509;RD_5;;28;31;32;";RIF wild-type"
Staphylococcus epidermidis;3015901509;SXT_25;;23;26;26;";SXT wild-type"
Staphylococcus epidermidis;3015901509;TE_30;;20;21;21;";TET efflux (Gram+)"
Staphylococcus epidermidis;3015901509;TEC_30;;13;13;13;
Staphylococcus epidermidis;3015901509;TEM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901509;TGC_15;;21;22;21;";TET efflux (Gram+)"
Staphylococcus epidermidis;3015901509;TOB_10;;23;26;27;";AG wild-type"
Staphylococcus epidermidis;3015901509;TZP_36;;;;;";PBP2a"
Staphylococcus epidermidis;3015901510;AK_30;;;;;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901510;AMC_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901510;AMP_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901510;CIP_5;;;8;6;";QL high level resistance"
Staphylococcus epidermidis;3015901510;CN_10;6;6;6;6;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901510;CPD_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901510;CRO_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901510;CXM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901510;DA_2;;25;31;30;
Staphylococcus epidermidis;3015901510;E_15;;;32;31;
Staphylococcus epidermidis;3015901510;FD_10;;25;34;31;";FA wild-type"
Staphylococcus epidermidis;3015901510;FEP_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901510;FOX_30;;14;15;7;";PBP2a"
Staphylococcus epidermidis;3015901510;K_30;6;6;6;6;";AG multiple mechanisms"
Staphylococcus epidermidis;3015901510;LEV_5;;10;10;9;";QL high level resistance"
Staphylococcus epidermidis;3015901510;LZD_10;;24;28;27;";OXD wild-type"
Staphylococcus epidermidis;3015901510;MEM_10;;;;;";PBP2a"
Staphylococcus epidermidis;3015901510;MH_30;;24;26;26;";TET wild-type"
Staphylococcus epidermidis;3015901510;NA_30;;;;;";QL high level resistance"
Staphylococcus epidermidis;3015901510;NOR_10;;9;7;6;";QL high level resistance"
Staphylococcus epidermidis;3015901510;P_1;6;6;6;6;";PBP2a"
Staphylococcus epidermidis;3015901510;RD_5;6;6;6;6;";RIF wild-type"
Staphylococcus epidermidis;3015901510;SXT_25;6;6;7;6;";SXT multiple mechanisms"
Staphylococcus epidermidis;3015901510;TE_30;;24;27;26;";TET wild-type"
Staphylococcus epidermidis;3015901510;TEC_30;;14;15;15;
Staphylococcus epidermidis;3015901510;TEM_30;;;;;";PBP2a"
Staphylococcus epidermidis;3015901510;TGC_15;;19;23;22;";TET wild-type"
